title	tags
RT @RepMattGaetz: Donald Trump is innocent. The deep state is guilty.	['Donald Trump']
RT @XXL: YG invites fan on stage to yell out "F**k Donald Trump," kicks him off after he refuses  https://t.co/7z9r9gVXav	['Donald Trump']
RT @ProudResister: Trump has never attacked Putin for attacking our election yet he’s attacked:— The FBI— The CIA— The Free Press— The…	['Donald Trump']
RT @zornitsaxx: ช่องของ Jimmy Kimmel ก็คือโคตรขยี้ คลิปแบบช็อตต่อช็อต speech ของ Barack Obama กับปฏิบัติการสังการ Bin Laden มาเทียบกับ spee…	['Donald Trump']
RT @marchimark: “Cancel Culture” hard at work.... https://t.co/KPLGNSnwkH	['Donald Trump']
RT @renato_mariotti: No possible accomplishment could put a president above the Constitution of the United States. https://t.co/K70mUbItqE	['Donald Trump']
And 90% of people that like him like him because your parents told you to	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @funder: "Let me say right here, right now. Absolutely Donald Trump should release his tax returns." Matt Gaetz #MattGaetzIsAToolhttps:…	['MattGaetzIsATool']
RT @DearAuntCrabby: Top US coal producer files for bankruptcy after Trump vowed to save the industryWell shit. This sucks for Trump http…	['Donald Trump']
RT @funder: "Let me say right here, right now. Absolutely Donald Trump should release his tax returns." Matt Gaetz #MattGaetzIsAToolhttps:…	['MattGaetzIsATool']
RT @SebGorka: "It's truly scary, Seb."@DonaldJTrumpJr on how @TheDemocrats are no longer the same party that they used to be.#AMERICAFi…	['Donald Trump']
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	['Donald Trump']
RT @funder: "Let me say right here, right now. Absolutely Donald Trump should release his tax returns." Matt Gaetz #MattGaetzIsAToolhttps:…	['MattGaetzIsATool']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @RepMattGaetz: Donald Trump is innocent. The deep state is guilty.	['Donald Trump']
RT @PatPet1776: @reubing @KrisBrbr93 Short term position due to Donald Trump and Hero Dog !! 😀🤘😎 https://t.co/Fi7BazOqVG	['Donald Trump']
RT @RepMattGaetz: Donald Trump is innocent. The deep state is guilty.	['Donald Trump']
RT @DailyCaller: Beto is currently polling at 2% in Iowa and New Hampshire and couldn't even win a Senate seat in Texas 😂 https://t.co/qsW0…	['Donald Trump']
RT @DebraMessing: 👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/EQwQ7eOJwf	['Donald Trump']
RT @RealMattCouch: Democrats still haven’t figured out, we’re not letting you take over our country and take away our rights. Impeaching Do…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @gtconway3d: Absolutely he will. And it’s where he belongs. https://t.co/nMlsh9RbaQ	['Donald Trump']
RT @SebGorka: "It's truly scary, Seb."@DonaldJTrumpJr on how @TheDemocrats are no longer the same party that they used to be.#AMERICAFi…	['Donald Trump']
RT @StevenBeynon: NEW: National Guard soldiers might not be getting benefits they’re entitled to while on Trump’s border mission. https://t…	['Donald Trump']
RT @renato_mariotti: No possible accomplishment could put a president above the Constitution of the United States. https://t.co/K70mUbItqE	['Donald Trump']
RT @SebGorka: "It's truly scary, Seb."@DonaldJTrumpJr on how @TheDemocrats are no longer the same party that they used to be.#AMERICAFi…	['Donald Trump']
RT @RaymondKooyenga: Donald Trump this morning:Isis has a new leader, US troops dispatched, now he's dead too.😆Lol	['Donald Trump']
RT @jeremycorbyn: There is an alternative to austerity.There is an alternative to inequality.There is an alternative to sweetheart trad…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
If I'm those kids parents I would not allow them to go near nether one of um.	['Donald Trump']
RT @RepMattGaetz: Donald Trump is innocent. The deep state is guilty.	['Donald Trump']
RT @PeterTarling: Why did you support the EU when they foisted austerity on Greece? https://t.co/0eT8KoonQv	['Donald Trump']
RT @ProudResister: TRUE STORY: Elizabeth Warren predicted in 2016 that Donald Trump would be one of “history’s worst authoritarians.” @EWar…	['Donald Trump']
And then there is this doozie https://t.co/qwMDOwPl8h	['Donald Trump']
RT @maura: anyway, all that is to say, this is a good piece on media company owners who only read—or, really, skim—Rich Guys On A Plane mag…	['Donald Trump']
RT @vanessacvenus: 🚨Jim Jordan Reveals Where Republicans Stand On Impeachment https://t.co/bYx1BcOPqz 👍Jim Jordan revealed that he expects…	['Donald Trump']
RT @XXL: YG invites fan on stage to yell out "F**k Donald Trump," kicks him off after he refuses  https://t.co/7z9r9gVXav	['Donald Trump']
Imagining an alternate reality where Donald Trump fell into the rabbit hole of goofy twitter jokes circa 2013.	['Donald Trump']
RT @RepAlexMooney: Today I was once again denied the opportunity to attend the secret so-called impeachment hearings. I will continue to fi…	['Donald Trump']
RT @SaraCarterDC: Gaetz: Donald Trump is innocent and the deep state is guiltyhttps://t.co/1p3bRjC1W9	['Donald Trump']
RT @OhNoSheTwitnt: Louis CK is touring, Harvey Weinstein is going to comedy shows where men boo rape victims, and Donald Trump is the presi…	['Donald Trump']
RT @realCalebLawson: President Donald J. Trump LOVES, SUPPORTS &amp; is doing amazing things for every single AMERICAN!@realDonaldTrump’s PRO…	['Donald Trump']
@HookShovel Fucking Donald Trump attending UFC on Saturday man ain’t no one wanting to miss this one! Whole card is stacked	['Donald Trump']
@realDonaldTrump @Varneyco I'm so glad that America has an independent central bank and that we are not subject to… https://t.co/nE9oVw1q8i	['Donald Trump']
Donald Trump condivide con i media informazioni riguardanti l'operazione e la conferma dell'eliminazione di al-Bagh… https://t.co/iyrjfTI4X8	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @mikeewald2: Donald Trump is a National Security Risk. Here’s the current  https://t.co/1OHbjTeHLX’s-current-trumpthreatlevel	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @CharlesPPierce: Someday, when this is all over, there is going to be a roll of honor for people who stood for the republic. https://t.c…	['Donald Trump']
RT @RepAlexMooney: Today I was once again denied the opportunity to attend the secret so-called impeachment hearings. I will continue to fi…	['Donald Trump']
RT @RT_com: Angry booing and ‘lock him up’ chants greeted Donald #Trump at #WorldSeries baseball match, as he appeared on the stadium’s gia…	['Trump', 'WorldSeries']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @OhNoSheTwitnt: Louis CK is touring, Harvey Weinstein is going to comedy shows where men boo rape victims, and Donald Trump is the presi…	['Donald Trump']
RT @JayValenz67: This is genius..As Trump describes &amp; goes into details about the raid &amp; how great it was..presenting himself as the brain…	['Donald Trump']
RT @joncoopertweets: Donald Trump is going to prison. Remember: You heard it here first. 🥳	['Donald Trump']
After seeing Donald Trump tweet about Jesus Is King, I do not know how to feel. I’m conflicted	['Donald Trump']
RT @RepAlexMooney: Today I was once again denied the opportunity to attend the secret so-called impeachment hearings. I will continue to fi…	['Donald Trump']
RT @RealMattCouch: So the Democrats are having yet another meaningless vote.. They are literally doing election interference and meddling…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @RealMattCouch: So the Democrats are having yet another meaningless vote.. They are literally doing election interference and meddling…	['Donald Trump']
RT @PalmerReport: Donald Trump: Making of a Monster https://t.co/nKVznQcM5b	['Donald Trump']
Putin thanks you for your allegiance.	['Donald Trump']
RT @RealMattCouch: So the Democrats are having yet another meaningless vote.. They are literally doing election interference and meddling…	['Donald Trump']
RT @notwizkahlissa: He went up there all excited and spent all this money to have fun and got trashed by YG and thrown off the stage based…	['Donald Trump']
RT @WordswithSteph: BREAKING: IMPEACHMENT TASK FORCE AD TO AIR ON 'FOX &amp; FRIENDS'Over 5.2 million views online, and now it’s time for Don…	['Donald Trump']
@alexbruesewitz @realDonaldTrump It may go viral, as we all could use a good laugh. Not at the patriotism shown, bu… https://t.co/R07ywtFMHK	['Donald Trump']
RT @charliekirk11: You can’t impeach a President because you are upset he won an election he wasn’t supposed to win https://t.co/F2AkPDKf3s	['Donald Trump']
RT @justice_paige2: But if a country singer brought a black kid up on stage to yell fuck Obama it would be a different story. https://t.co/…	['Donald Trump']
RT @RepMattGaetz: Donald Trump is innocent. The deep state is guilty.	['Donald Trump']
RT @RepAlexMooney: Today I was once again denied the opportunity to attend the secret so-called impeachment hearings. I will continue to fi…	['Donald Trump']
RT @DavidFr84650649: HORSE SHIT ! https://t.co/WdBMqjcBot	['Donald Trump']
RT @DavidLammy: Boris Johnson's hard Brexit means the NHS is fair game for giant US corporations. Drug prices will rocket. Patients will su…	['Donald Trump']
RT @ImpeachTheDems: We love Donald Trump!  https://t.co/mrMADgjPh4	['Donald Trump']
RT @bryanbehar: Donald Trump has fomented racial hated and division, stripped millions of their health coverage, demonized gays, women &amp; mi…	['Donald Trump']
RT @iitsarmand: How we treat Donald Trump supporters 👊 ❌!! YG Mala Luna Festival San Antonio 2019 https://t.co/Ov6UTaZqSu	['Donald Trump']
RT @KenTremendous: This is one of those real tricky questions: whom to believe? The completely unqualified bonehead who only got his job be…	['Donald Trump']
@esylairot And it’s the fact EVERYONE and their momma knows what YG is on, he literally sang Fuck Donald Trump at C… https://t.co/iZQH0jzEMJ	['Donald Trump']
RT @ImpeachTheDems: We love Donald Trump!  https://t.co/mrMADgjPh4	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @fletchh11: Mad respect for this kid https://t.co/ZQby1K9w17	['Donald Trump']
RT @Lisa77720: I'm going to wait and SIGN on the dotted line at the ELECTION in 2020! I am VOTING OUT any MORON who supports impeachment! #…	['Donald Trump']
RT @votevets: "It is disgusting that Donald Trump's allies have attacked a wounded warrior... Lt. Col. Vindman is a Purple Heart recipient,…	['Donald Trump']
RT @RepMattGaetz: Donald Trump is innocent. The deep state is guilty.	['Donald Trump']
RT @SenDuckworth: Nobody should ever denigrate the sacrifices our troops make just to score political points—especially not those who’ve ne…	['Donald Trump']
RT @PalmerReport: Donald Trump's day so far:- Colonel Alexander Vindman testifies against Trump- Says the Ukraine call transcript was sa…	['Donald Trump']
RT @robbystarbuck: The rapper YG noticed this kid wasn’t singing along to "F*ck Donald Trump" so he brought him on stage to try to get him…	['Donald Trump']
RT @RealMattCouch: So the Democrats are having yet another meaningless vote.. They are literally doing election interference and meddling…	['Donald Trump']
70% of inheritance tax is paid by working class with the value of their home, Tories have tried to help giving addi… https://t.co/vfb7hA7fWy	['Donald Trump']
@MrMichaelSpicer https://t.co/L8tvexu3iS	['Donald Trump']
RT @jeremycorbyn: There is an alternative to austerity.There is an alternative to inequality.There is an alternative to sweetheart trad…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @gtconway3d: Absolutely he will. And it’s where he belongs. https://t.co/nMlsh9RbaQ	['Donald Trump']
RT @RussOnPolitics: @ndrew_lawrence Folks, it’s time for people to open up their eyes. Those who support Donald Trump so vociferously and b…	['Donald Trump']
RT @MarchForTruth17: It is time to impeach and remove this President. We must come together and demand that Donald Trump is #NotAboveTheLaw…	['NotAboveTheLaw']
RT @TeaPainUSA: Trump whines and falsely calls the latest deposition witness a "Never-Trumper."Guess which idiot appointed this "Never-Tr…	['Donald Trump']
#VoteLabour	['VoteLabour']
RT @TheLifeOfLane: Kicking people out of your show because of their political opinions sounds a little discriminatory don’t ya think? It’s…	['Donald Trump']
RT @PrincessBravato: you're not on the f****** committees  these are depositions which are done behind closed doors so that Witnesses don'…	['Donald Trump']
How valuable is ones word these days? The only ones who have come through with their promises is Donald Trump and t… https://t.co/F9fVlYWeO3	['Donald Trump']
RT @notwizkahlissa: He went up there all excited and spent all this money to have fun and got trashed by YG and thrown off the stage based…	['Donald Trump']
@yahoomail Stop the impeachment proceedings against President Donald Trump. We the People!!!	['Donald Trump']
OR we do know about know politics, realize he is not fit nor qualified to run a country, and simply dislike him bec… https://t.co/cbSLl3RNdK	['Donald Trump']
honestly, when did our political views against one another become so volatile that it’s now acceptable to publicly… https://t.co/8pp3BNkUAZ	['Donald Trump']
RT @ProudResister: Trump has never attacked Putin for attacking our election yet he’s attacked:— The FBI— The CIA— The Free Press— The…	['Donald Trump']
RT @fletchh11: Mad respect for this kid https://t.co/ZQby1K9w17	['Donald Trump']
I think it’s funny how the people getting mad at YG for “disrespecting” this guy for standing by his views, are the… https://t.co/4B1VdXEhZu	['Donald Trump']
RT @gtconway3d: Absolutely he will. And it’s where he belongs. https://t.co/nMlsh9RbaQ	['Donald Trump']
RT @joncoopertweets: Donald Trump is going to prison. Remember: You heard it here first. 🥳	['Donald Trump']
RT @Newsweek: Chicago Mayor poses with Barack Obama on same day she refused to meet Donald Trump: "Your leadership inspired millions" https…	['Donald Trump']
RT @OhNoSheTwitnt: Louis CK is touring, Harvey Weinstein is going to comedy shows where men boo rape victims, and Donald Trump is the presi…	['Donald Trump']
RT @RealMattCouch: So the Democrats are having yet another meaningless vote.. They are literally doing election interference and meddling…	['Donald Trump']
RT @RepMattGaetz: MUST-READ: "Gaetz: 'Donald Trump Is Innocent, and the Deep State Is Guilty'"https://t.co/FXSdXJjLS2	['Donald Trump']
RT @MChiaverini: @Nationalist_KAG @BMcAdory9 President Donald j Trump is the single greatest thing to happen to the United states of Americ…	['Donald Trump']
Don't forget the year of the BOOMERANG!The next 3 days are party time for the Witches.	['Donald Trump']
RT @TheLifeOfLane: Kicking people out of your show because of their political opinions sounds a little discriminatory don’t ya think? It’s…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @funder: "Let me say right here, right now. Absolutely Donald Trump should release his tax returns." Matt Gaetz #MattGaetzIsAToolhttps:…	['MattGaetzIsATool']
RT @TrialLawyerRich: GAETZ: "Absolutely Donald Trump should release his tax returns." https://t.co/vFuyqXKlUw	['Donald Trump']
RT @notwizkahlissa: He went up there all excited and spent all this money to have fun and got trashed by YG and thrown off the stage based…	['Donald Trump']
The tolerant left lmao	['Donald Trump']
What drugs you smoke? Because this man makes it clear on why we hate him not the internet stfu	['Donald Trump']
RT @SmashingAmps: You listen up and you listen good you little turd Commie,if you dislike Donald Trump then you dislike America and you can…	['Donald Trump']
RT @johnlundin: No surprise, but it virtually puts the presidency out of reach for him - without Russian help. - 'More Than 80 Percent of B…	['Donald Trump']
RT @funder: "Let me say right here, right now. Absolutely Donald Trump should release his tax returns." Matt Gaetz #MattGaetzIsAToolhttps:…	['MattGaetzIsATool']
RT @RepAlexMooney: Committee hearings, especially ones involving the so-called impeachment of President Donald Trump, should be open to the…	['Donald Trump']
RT @kylegriffin1: Here is the text of the impeachment process resolution, authorizing committees to investigate "whether sufficient grounds…	['Donald Trump']
RT @w_terrence: THIS MAKES ME SO SICK! SHAMEFUL Famous Rapper/ Gang Member @YG  is a bully! He shamed &amp; kicked a fan off stage for refu…	['Donald Trump']
RT @DonaldJTrumpJr: Watching Hollywood turn into ISIS sympathizers because of their Trump Derangement Syndrome is peak 2019. To make this s…	['Donald Trump']
@PtTrippe @DFBHarvard @joestornaiuolo Nancy Pelosi as an America Veteran You Will Not Be Remember By Your 40 Years… https://t.co/DY7xu09zpY	['Donald Trump']
Idek @YG but if that is him he really ain't shit for doing this. 🤢🤮 fuckin garbo ass people	['Donald Trump']
RT @JackPosobiec: Notice how the entire media left out the fact Vindman was born in Ukraine and was advising the Ukrainian govt https://t.c…	['Donald Trump']
RT @RepMattGaetz: Donald Trump is innocent. The deep state is guilty.	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @notwizkahlissa: He went up there all excited and spent all this money to have fun and got trashed by YG and thrown off the stage based…	['Donald Trump']
RT @bryanbehar: Donald Trump has fomented racial hated and division, stripped millions of their health coverage, demonized gays, women &amp; mi…	['Donald Trump']
RT @TrialLawyerRich: GAETZ: "Absolutely Donald Trump should release his tax returns." https://t.co/vFuyqXKlUw	['Donald Trump']
RT @RepMattGaetz: Donald Trump is innocent. The deep state is guilty.	['Donald Trump']
RT @TheLifeOfLane: Kicking people out of your show because of their political opinions sounds a little discriminatory don’t ya think? It’s…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @jeremycorbyn: There is an alternative to austerity.There is an alternative to inequality.There is an alternative to sweetheart trad…	['Donald Trump']
RT @gtconway3d: Absolutely he will. And it’s where he belongs. https://t.co/nMlsh9RbaQ	['Donald Trump']
RT @RutherfordRocks: Just ask the dozens and dozens of Republicans who ARE allowed to be in there your questions, dummy. Or wait until the…	['Donald Trump']
RT @bryanbehar: Donald Trump has fomented racial hated and division, stripped millions of their health coverage, demonized gays, women &amp; mi…	['Donald Trump']
RT @kylegriffin1: Here is the text of the impeachment process resolution, authorizing committees to investigate "whether sufficient grounds…	['Donald Trump']
RT @ProudResister: Trump has never attacked Putin for attacking our election yet he’s attacked:— The FBI— The CIA— The Free Press— The…	['Donald Trump']
RT @RealMattCouch: So the Democrats are having yet another meaningless vote.. They are literally doing election interference and meddling…	['Donald Trump']
RT @fletchh11: Mad respect for this kid https://t.co/ZQby1K9w17	['Donald Trump']
RT @fletchh11: Mad respect for this kid https://t.co/ZQby1K9w17	['Donald Trump']
RT @fletchh11: Mad respect for this kid https://t.co/ZQby1K9w17	['Donald Trump']
RT @RepMattGaetz: Donald Trump is innocent. The deep state is guilty.	['Donald Trump']
RT @joncoopertweets: Donald Trump is going to prison. Remember: You heard it here first. 🥳	['Donald Trump']
RT @OhNoSheTwitnt: Louis CK is touring, Harvey Weinstein is going to comedy shows where men boo rape victims, and Donald Trump is the presi…	['Donald Trump']
RT @johnlundin: No surprise, but it virtually puts the presidency out of reach for him - without Russian help. - 'More Than 80 Percent of B…	['Donald Trump']
LMFAO	['Donald Trump']
RT @jeremycorbyn: There is an alternative to austerity.There is an alternative to inequality.There is an alternative to sweetheart trad…	['Donald Trump']
Read House procedures for Impeachment Inquiry to Impeach Donald J. Trumphttps://t.co/aGJlhpTttJ https://t.co/WjJhmotZ7L	['Donald Trump']
RT @ProudResister: Trump has never attacked Putin for attacking our election yet he’s attacked:— The FBI— The CIA— The Free Press— The…	['Donald Trump']
RT @RealMattCouch: So the Democrats are having yet another meaningless vote.. They are literally doing election interference and meddling…	['Donald Trump']
RT @vanessacvenus: 🚨Jim Jordan Reveals Where Republicans Stand On Impeachment https://t.co/bYx1BcOPqz 👍Jim Jordan revealed that he expects…	['Donald Trump']
or bc he’s a racist piece of shit.. 😂	['Donald Trump']
RT @Margoandhow: I sincerely hope he has a good friend who gently suggests he never say anything publicly again. / “Donald Trump is innocen…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @RepMattGaetz: Donald Trump is innocent. The deep state is guilty.	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @ThePierreWilson: Y’all kill me with this “@realDonaldTrump is racist” narrative. The black community loved them some Donald Trump befor…	['Donald Trump']
RT @OhNoSheTwitnt: Louis CK is touring, Harvey Weinstein is going to comedy shows where men boo rape victims, and Donald Trump is the presi…	['Donald Trump']
RT @Bobbie53829744: So funny! https://t.co/9voSk7cni3	['Donald Trump']
https://t.co/g8iGxzZVSK	['Donald Trump']
RT @CholilaOnline: #Internacionales En el gobierno de Donald Trump esperan reunirse con Alberto Fernández, pero advierten por Venezuela htt…	['Internacionales']
@ezraklein I wish I had been more focused when I was younger. I could be a blue check liberal on Twitter.https://t.co/B5UHs4ZV48	['Donald Trump']
@mission_drift from @peterkgreer, @ChrisHorst, &amp; @annahaggard is a very good book. A lot to think about/wrestle wit… https://t.co/aCC0z5VpsD	['Donald Trump']
RT @RealMattCouch: So the Democrats are having yet another meaningless vote.. They are literally doing election interference and meddling…	['Donald Trump']
YG literally wrote Fuck Donald Trump lmao. Kid is stupid foh 😂😂😂	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @funder: "Let me say right here, right now. Absolutely Donald Trump should release his tax returns." Matt Gaetz #MattGaetzIsAToolhttps:…	['MattGaetzIsATool']
RT @VOANoticias: El presidente de #EstadosUnidos Donald Trump, anunció que ha permitido oficialmente la entrada de #Polonia en el  programa…	['EstadosUnidos', 'Polonia']
RT @RBReich: Trump and Wall Street fear Warren and Sanders – they speak for the people. My latest:https://t.co/C5evJ31dcx	['Donald Trump']
RT @Lk48812837: Bernie is the real deal https://t.co/f05ZFQBqwg	['Donald Trump']
RT @jeremycorbyn: There is an alternative to austerity.There is an alternative to inequality.There is an alternative to sweetheart trad…	['Donald Trump']
RT @Coblebraden: 90% of the people that “hate” Donald Trump don’t know a damn thing about politics but only dislike him bc the Internet tol…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @RealMattCouch: So the Democrats are having yet another meaningless vote.. They are literally doing election interference and meddling…	['Donald Trump']
RT @PalmerReport: Donald Trump: Making of a Monster https://t.co/nKVznQcM5b	['Donald Trump']
Donald Trump blackmailed Ukraine to get dirt on the Bidens.Every witness testifying before Congress verifies it.Tak… https://t.co/GB3WFIr0S6	['Donald Trump']
Indoctrinated by those liberals who hate Trump! Not educated to make their own judgment? When presented unbiased FA… https://t.co/r6IKHtZ3vz	['Donald Trump']
RT @jeremycorbyn: There is an alternative to austerity.There is an alternative to inequality.There is an alternative to sweetheart trad…	['Donald Trump']
RT @charliekirk11: You can’t impeach a President because you are upset he won an election he wasn’t supposed to win https://t.co/F2AkPDKf3s	['Donald Trump']
RT @DebraMessing: 👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/EQwQ7eOJwf	['Donald Trump']
RT @TheLifeOfLane: Kicking people out of your show because of their political opinions sounds a little discriminatory don’t ya think? It’s…	['Donald Trump']
RT @PalmerReport: Donald Trump's day so far:- Colonel Alexander Vindman testifies against Trump- Says the Ukraine call transcript was sa…	['Donald Trump']
RT @mayawiley: This is such an a-historical comment, as well as Constitutiinally wrong. I’m no #Nixon enthusiast. But he is credited with d…	['Nixon']
RT @jeremycorbyn: There is an alternative to austerity.There is an alternative to inequality.There is an alternative to sweetheart trad…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @gtconway3d: Absolutely he will. And it’s where he belongs. https://t.co/nMlsh9RbaQ	['Donald Trump']
RT @RealMattCouch: So the Democrats are having yet another meaningless vote.. They are literally doing election interference and meddling…	['Donald Trump']
RT @funder: "Let me say right here, right now. Absolutely Donald Trump should release his tax returns." Matt Gaetz #MattGaetzIsAToolhttps:…	['MattGaetzIsATool']
@Reuters https://t.co/L8tvexu3iS	['Donald Trump']
RT @TheBoogeyPage: 🤣🤣🤣 I almost fell over https://t.co/a79SO1HPIZ	['Donald Trump']
RT @jeremycorbyn: There is an alternative to austerity.There is an alternative to inequality.There is an alternative to sweetheart trad…	['Donald Trump']
RT @dnaughton2016: Ah yes I love the part of concerts when the artist forces a fan to either say f the president and get mercilessly trolle…	['Donald Trump']
RT @JanessaVela: LMAO at the people who said that he shouldn’t use his platform like that cus the dude is a fan. Don’t play victim when all…	['Donald Trump']
RT @renato_mariotti: No possible accomplishment could put a president above the Constitution of the United States. https://t.co/K70mUbItqE	['Donald Trump']
RT @funder: "Let me say right here, right now. Absolutely Donald Trump should release his tax returns." Matt Gaetz #MattGaetzIsAToolhttps:…	['MattGaetzIsATool']
RT @TrinityResists: Trump’s @GOP attacks:WitnessesWar heroesWhistleblowersInvestigators Special CounselorThe FBI &amp; Intelligence Comm…	['Donald Trump']
